Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events
Simulation_464	1.216	0.028	0.1	0.023	2.657	0.169	464	12000	1000	1	500	111	1	0	1	0	1	1
Simulation_465	2.222	0.073	0.225	0.095	1.402	0.622	465	12000	1000	1	500	111	0	4626	1	2871	2876	5
Simulation_466	2.725	0.051	0.164	0.059	0.775	0.395	466	12000	1000	1	500	111	0	4385	1	2239	2280	41
Simulation_467	1.719	0.096	0.289	0.132	2.029	0.848	467	12000	1000	1	500	111	0	4632	1	2329	2330	1
Simulation_468	1.971	0.04	0.133	0.041	1.088	0.961	468	12000	1000	1	500	111	0	2325	1	1126	1128	2
Simulation_469	2.976	0.085	0.258	0.114	2.343	0.508	469	12000	1000	1	500	111	0	4518	1	3857	3861	4
Simulation_470	2.473	0.017	0.069	0.077	2.971	0.735	470	12000	1000	1	500	111	0	4759	1	3350	3520	170
Simulation_471	1.468	0.062	0.194	0.15	1.716	0.282	471	12000	1000	1	500	111	0	3725	1	6655	6672	17
Simulation_472	1.342	0.045	0.147	0.105	1.245	0.226	472	12000	1000	1	500	111	1	0	1	0	1	1
Simulation_473	2.348	0.09	0.272	0.032	2.5	0.678	473	12000	1000	1	500	111	0	4602	1	2533	2614	81
Simulation_474	2.851	0.023	0.086	0.141	1.873	0.452	474	12000	1000	1	500	111	1	0	1	0	1	1
Simulation_475	1.845	0.068	0.211	0.068	0.618	0.905	475	12000	1000	1	500	111	1	0	1	1	1	0
Simulation_476	1.593	0.011	0.053	0.086	2.186	0.791	476	12000	1000	1	500	111	1	0	1	0	1	1
Simulation_477	2.599	0.057	0.181	0.014	0.931	0.339	477	12000	1000	1	500	111	0	3603	1	2408	2611	203
Simulation_478	2.096	0.034	0.117	0.123	1.559	0.565	478	12000	1000	1	500	111	0	4725	1	5968	6043	75
Simulation_479	1.09	0.079	0.242	0.05	2.814	0.112	479	12000	1000	1	500	111	1	0	1	0	1	1
Simulation_480	1.059	0.013	0.058	0.134	0.814	0.919	480	12000	1000	1	500	111	1	0	1	0	1	1
Simulation_481	2.065	0.058	0.183	0.061	2.069	0.466	481	12000	1000	1	500	111	0	4675	1	3541	3581	40
Simulation_482	2.568	0.035	0.119	0.098	2.696	0.692	482	12000	1000	1	500	111	0	4722	1	6595	6649	54
Simulation_483	1.562	0.081	0.247	0.025	1.441	0.24	483	12000	1000	1	500	111	0	4633	1	3401	3421	20
Simulation_484	1.813	0.047	0.153	0.116	2.382	0.127	484	12000	1000	1	500	111	0	4034	1	1170	1249	79
Simulation_485	2.819	0.092	0.278	0.043	1.127	0.579	485	12000	1000	1	500	111	0	4422	1	1289	1289	0
Simulation_486	2.316	0.024	0.089	0.079	0.5	0.353	486	12000	1000	1	500	111	0	2537	1	1043	1048	5
Simulation_487	1.31	0.069	0.214	0.007	1.755	0.806	487	12000	1000	1	500	111	0	4610	1	1805	1845	40
Simulation_488	1.436	0.041	0.136	0.052	2.225	0.862	488	12000	1000	1	500	111	0	4552	1	4636	4681	45
Simulation_489	2.442	0.086	0.261	0.125	0.971	0.409	489	12000	1000	1	500	111	0	4594	1	2465	2469	4
Simulation_490	2.945	0.018	0.072	0.016	1.598	0.636	490	12000	1000	1	500	111	0	4603	1	4208	4248	40
Simulation_491	1.939	0.064	0.2	0.089	2.853	0.183	491	12000	1000	1	500	111	1	0	1	0	1	1
Simulation_492	1.688	0.03	0.106	0.07	1.284	0.296	492	12000	1000	1	500	111	1	0	1	0	1	1
Simulation_493	2.694	0.075	0.231	0.143	2.539	0.749	493	12000	1000	1	500	111	0	4606	1	3315	3323	8
Simulation_494	2.191	0.052	0.167	0.034	1.912	0.523	494	12000	1000	1	500	111	0	4628	1	4662	4789	127
Simulation_495	1.185	0.098	0.294	0.107	0.657	0.975	495	12000	1000	1	500	111	1	0	1	1	1	0
Simulation_496	1.122	0.049	0.158	0.084	1.52	0.721	496	12000	1000	1	500	111	0	4725	1	4113	4148	35
Simulation_497	2.128	0.095	0.286	0.011	2.775	0.268	497	12000	1000	1	500	111	1	0	1	0	1	1
Simulation_498	2.631	0.027	0.097	0.12	2.147	0.947	498	12000	1000	1	500	111	0	4529	1	1402	1452	50
Simulation_499	1.625	0.072	0.222	0.048	0.892	0.494	499	12000	1000	1	500	111	0	4459	1	1492	1498	6
Simulation_500	1.876	0.015	0.064	0.102	1.833	0.381	500	12000	1000	1	500	111	0	0	0	0	0	0
